REFCODE,A,B,C,α,β,γ,Volume,Density,Atom Count,Total Dispersion Correction Energy (vdW) eV,Total Energy eV,Difference in Energy eV,Total Energy Per Molecule eV,Energy per Atom (vdW) eV,CC,CH,CCl,CO,CS,CBr,CN,HBr,HH,HO,HS,HCl,HN,OCl,OO,OS,BrO,ON,NN,ClCl,NS,SS,NCl,SCl,ClBr,SBr,NBr,BrBr,FF,FO,FC,FH,FS,FCl,FN,FBr,II,BrI,ClI,FI,SI,OI,NI,CI,HI,BAND GAP
RAJGOA01,3.8,5.595,15.174,90,93.221,90,3.22E+02,1.61430369,30,-4866.000382,-4863.83234,-2.16804146,,-0.072268049,8.6,15,2.2,3,0,0,0,0,14.7,27.9,0,25.5,0,0,0.7,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.362
RALTOO,11.2952,11.2952,4.5325,90,90,120,500.791,2.17875319,42,-4817.021874,-4813.826186,-3.195687433,,-0.076087796,2.9,24.6,0,0,0,0,0.2,0,39.2,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1,0,0,0,0,0,0,0,18,3.019
RARPIL,7.3907,10.1746,13.1153,77.485,75.021,78.621,9.20E+02,1.3843595,92,-10161.76307,-10155.57844,-6.18463338,,-0.067224276,0,16.2,4.8,0,0,0,0,0,52,0,0,23.3,2.8,0,0,0,0,0,0.3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.732
RATHAW,7.1777,8.374,8.545,111.04,98.64,112.93,4.16E+02,1.73866886,36,-7853.274842,-7850.894586,-2.380256464,,-0.066118235,6.1,3.9,5,2.7,0,0,2.7,0,3.7,45.1,0,3.1,2,12,8.8,0,0,2.2,0,0.7,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.353
REMBOC,16.6113,12.4437,17.761,90,90,90,3.67E+03,1.6868199,320,-39248.08053,-39226.34454,-21.73598787,,-0.067924962,1.2,20.2,0,0,0,8.7,0.4,15.7,39.7,0,0,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13
REMCAP,7.7417,11.2941,10.329,90,90,90,903.122,1.71428509,80,-9812.197642,-9806.606304,-5.591337437,,-0.069891718,0.9,21.3,0,0,0,6.2,0,21,34.7,0,0,0,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.163
RESORA09,7.811,12.615,5.427,90,90,90,534.754,1.4426789,56,-7549.460533,-7545.933212,-3.527320339,,-0.062987863,0,33,0,0.7,0,0,0,0,37,29.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.829
RIBYOR,10.7164,8.134,17.4336,90,90,90,1.52E+03,1.93613523,128,-19094.43335,-19085.46024,-8.97311196,,-0.070102437,0,27.6,0.6,0,0,1.5,0,17.7,14.7,3.7,0,22.3,0,0.1,0.5,0,6.8,0,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.544
RIGVEJ01,7.056,8.179,19.928,90,90,90,1.15E+03,1.70486498,104,-24094.46972,-24088.16435,-6.3053669,,-0.060628528,7.9,8.3,0,6.1,0,0,0.1,0,4.5,13,0,0,0,0,0.6,0,0,1.2,0,0,0,0,0,0,0,0,0,0,3.4,4.5,15,34.1,0,0,1.4,0,0,0,0,0,0,0,0,0,0,2.243
RIZQIC,16.288,19.2991,5.3395,90,90,90,1.68E+03,1.61168436,160,-22875.93482,-22863.85742,-12.07740149,,-0.075483759,6.8,15.4,6.4,0,0,0,3.2,0,25,0,0,21.1,20.9,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85
ROKQUF01,8.1117,8.6455,9.4731,80.493,67.797,90.205,6.05E+02,1.51626719,58,-10207.09659,-10203.56667,-3.52991998,,-0.060860689,3.6,21.1,0,0,0,0,3.7,0,21.6,0,0,0,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,0,2.6,32.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22
ROKQUF02,8.2531,8.6096,9.5178,79.778,67.137,86.49,613.25,1.49599392,58,-10207.10113,-10203.56653,-3.53459882,,-0.060941359,3.1,21.5,0,0,0,0,3.3,0,22.1,0,0,0,11.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,4.2,0,3.1,31.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216
RUBMAE,8.385,5.7634,11.4508,90,104.014,90,536.902,1.7020385,50,-6466.857693,-6463.637592,-3.220101282,,-0.064402026,0,17.9,0,0,0,1.4,0,18.8,32.7,25.9,0,0,0,0,0.8,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.885
RUPBAH,7.761,11.2321,16.5854,90,90.228,90,1.45E+03,1.43705561,144,-16089.21528,-16078.36428,-10.85099914,,-0.075354161,11.4,37.8,1.6,0,0,0,0,0,39.6,0,0,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.278
RUPBEL,23.164,3.764,24.856,90,100.8,90,2.13E+03,1.55204101,216,-25471.02505,-25452.74012,-18.28492505,,-0.084652431,26.1,14.1,2,0,0,0,0,0,44.8,0,0,12.6,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.396
SABFAE,12.032,13.393,8.7244,90,95.33,90,1.40E+03,1.79837536,104,-22610.51689,-22602.99204,-7.52484421,,-0.072354271,4.4,5,18.8,8.1,0,0,0,0,4.4,7.6,0,19.9,0,6,1,0,0,0.2,0,10.7,0,0,0.6,0,0,0,0,0,0,1.6,0.3,7.9,0,3.5,0,0,0,0,0,0,0,0,0,0,0,2.333
SAZCAZ,10.3812,10.9799,12.2684,115.624,97.025,94.82,1.24E+03,1.57998481,112,-12643.8783,-12636.13504,-7.74326779,,-0.06913632,1,37.6,0,0,0,5,0,19.9,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.275
SEPBAS,4.693,8.435,8.485,103.867,102.721,99.713,3.09E+02,1.8373779,28,-7278.818843,-7277.132006,-1.686837783,,-0.060244207,6.8,6.6,0,0,0,0,6.5,0,1,0,0,0,7.8,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,13.2,0,10,33.4,0,0,13.4,0,0,0,0,0,0,0,0,0,0,2.179
SEPCOH,9.554,10.669,10.996,73.939,81.9,84.005,1.06E+03,2.34135807,84,-23951.00208,-23945.48919,-5.5128906,,-0.06562965,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.105
SEPDEY,5.101,7.908,9.882,80.425,82.339,76.7,3.81E+02,2.09386344,28,-8843.078475,-8841.097763,-1.980711691,,-0.070739703,5.7,0,15.1,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,3.7,3.6,0,0,11.1,0,0,0,0,0,15.9,0,6.2,0,0,32,4.2,0,0,0,0,0,0,0,0,0,0,2.054
SESWOD,7.8023,8.7783,18.5532,90,97.446,90,1.26E+03,1.85658977,104,-13138.30749,-13130.37851,-7.92898523,,-0.076240243,9.7,16.3,0,0,2.8,0,0.2,0,35.7,0,5.4,0,7.4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0.1,3.6,15.1,2.25
SETTIW,3.7453,14.387,23.7174,90,91.055,90,1.28E+03,1.6592367,120,-16160.66394,-16149.90445,-10.75948668,,-0.089662389,25.2,17.7,1.4,0,0,0,0,0,21.4,0,0,28.1,0,0,0,0,0,0,0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.659
SETTOC,3.7181,11.3056,27.7202,90,92.668,90,1.16E+03,1.63365505,120,-18193.58587,-18183.55482,-10.03105134,,-0.083592095,27.3,16.9,0,0,0,0,0,0,23.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,1.5,29.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.763
SINFUS,8.1254,18.6567,26.9854,90,96.5869,90,4.06E+03,2.34939186,272,-43294.9954,-43275.29067,-19.70472681,,-0.072443849,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Not Found
SOFVUG02,4.0412,12.806,25.996,90,90,90,1.35E+03,2.32942103,96,-13844.92187,-13837.66129,-7.26058703,,-0.075631115,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4
SUNTIF,7.2131,11.9258,13.8878,90,90,90,1.19E+03,1.80241174,120,-15261.97513,-15252.20778,-9.76735103,,-0.081394592,18.5,12.1,0,0,0,2,1.4,15.5,32.8,0,0,0,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04
SUZDIB,17.2346,3.8767,18.1573,90,94.872,90,1.21E+03,1.76950677,104,-8311.059315,-8306.936241,-4.123073818,,-0.039644941,11.6,7.1,8.6,0,0,0,0,0,21,0,0,36.7,3.9,0,0,0,0,0,0,10.9,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.805
SUZDOH,10.1412,15.0496,15.889,105.518,107.869,99.253,2.14E+03,1.41526193,184,-26069.79692,-26057.49299,-12.30393437,,-0.066869209,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.463
TAMYOX,13.007,21.503,7.4892,90,90,90,2.09E+03,1.34594831,200,-26862.08843,-26849.51589,-12.57253871,,-0.062862694,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.396
TCANIL02,13.1933,3.7913,15.774,90,111.546,90,7.34E+02,1.77815059,56,-9940.786052,-9936.407622,-4.378429929,,-0.078186249,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.061
TCLBEN04,3.76062,10.58794,9.44562,92.4066,98.6978,97.5893,3.68E+02,1.9677152,24,-5180.518361,-5178.428421,-2.089940014,,-0.087080834,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.7
TEHREE,16.0309,10.6848,7.3246,90,111.45,90,1.17E+03,2.04198658,120,-9848.864006,-9845.642361,-3.221645586,,-0.026847047,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,No bandgap located
TETRDO02,5.8751,27.9972,5.0132,90,94.528,90,822.029,1.3268011,96,-10414.8753,-10408.76398,-6.11131555,,-0.063659537,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.789
TIBGIV,7.92,11.1507,11.6802,111.335,100.217,102.314,901.127,1.81739518,76,-18627.68198,-18622.92123,-4.76074597,,-0.062641394,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.769
TIDTIK,11.407,9.859,10.146,90,96.153,90,1.13E+03,1.58759652,108,-11470.79873,-11463.14429,-7.6544479,,-0.070874518,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.559
TITZED,9.664,10.003,14.245,90,109.73,90,1.30E+03,1.39517245,136,-21025.63107,-21018.33558,-7.29548625,,-0.053643281,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.337
TOLNAK,7.366,9.541,10.776,96.99,104.59,97.97,716.068,1.31863079,68,-8299.093596,-8294.436876,-4.656719912,,-0.068481175,8.2,32.9,0,0.6,0,0,0,0,41.7,15.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.967
TUNNIA,10.3689,11.9215,13.638,90,98.937,90,1.67E+03,1.5798252,136,-20462.35894,-20451.90039,-10.45855279,,-0.076901123,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.905
TUTXOW,9.615,6.332,17.531,90,98.76,90,1.05E+03,1.38356218,104,-14185.26628,-14178.5762,-6.69007548,,-0.064327649,1.7,21.9,0,1.5,0,0,0,0,42.1,12.7,0,0,0,0,1.4,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.5,0.1,1.9,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,3.383
TUXRIP,8.6632,7.4512,16.987,90,91.269,90,1.10E+03,1.83046402,100,-12211.85178,-12205.36329,-6.48849498,,-0.06488495,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.496
TUZBAT,6.6955,7.772,16.0608,90,95.4182,90,832.029,2.09172193,72,-15553.25738,-15548.54677,-4.71061811,,-0.065425252,2.2,7.1,0,7.8,0,6.5,1.8,6,8.4,28.8,0,0,1.9,0,11.2,0,10.2,6.2,0.1,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.812
UCIPIG,8.371,12.564,13.862,86.99,81.07,89.91,1.44E+03,1.81556233,140,-15521.98574,-15511.94626,-10.03948425,,-0.071710602,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.634
UCIPON,7.1044,11.6958,13.3132,84.733,83.587,79.155,1.08E+03,1.53125663,108,-15207.27714,-15199.01162,-8.26551829,,-0.076532577,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.959
UFIPOP,56.75,7.29,6.02,90,95.15,90,2.48E+03,1.72632728,224,-20976.95529,-20968.87724,-8.07805193,,-0.036062732,0.4,35.5,0,0,7.7,0,2.6,0,10.1,0,9,0,2.9,0,0,0,0,0,0.3,0,4.4,1.3,0,0,0,0,0,0,13.6,0,1,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.772
UKIWUH,15.4939,29.0284,7.3042,90,100.0241,90,3.24E+03,2.27429299,224,-40326.63977,-40309.84631,-16.79346448,,-0.074970824,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.863
ULAQAZ,6.271,21.359,6.932,90,108.27,90,881.683,1.77100652,80,-10271.2519,-10265.37261,-5.87928858,,-0.073491107,7.3,13.9,0,0,0,5.6,5.7,21.1,35.6,0,0,0,10,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.905
UTAJEG,9.8138,22.8364,9.0937,90,99.9067,90,2.01E+03,1.53648397,192,-34118.12654,-34106.18102,-11.94552368,,-0.062216269,8.1,23,0,0,0,0,0,0,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,7.5,35.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2.185
VARNUZ,6.732,7.648,13.372,90,94.23,90,686.6,1.70825259,60,-10192.82665,-10187.92894,-4.89770703,,-0.081628451,11.2,15.7,8.7,2.3,0,0,5.3,0,5.8,16.6,0,17.3,9.9,5.2,1.1,0,0,0.1,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.218
VARPAH,6.838,7.76,13.38,90,92.92,90,709.06,2.07054085,60,-10038.15651,-10033.18812,-4.96839367,,-0.082806561,11.1,15.1,0,2.4,0,9.5,4.8,18.7,5.1,16.5,0,0,10.1,0,1,0,5.1,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.186
VAXYAW,3.7241,14.4178,12.9156,90,97.933,90,686.845,1.66881563,64,-11459.26954,-11454.75441,-4.51513033,,-0.070548911,11.9,6,4,3.5,0,0,0,0,18.7,30.4,0,20.5,0,2.8,1.5,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.717
VAYBUU,5.3146,5.2118,22.5378,90,91.907,90,623.92,1.6619441,64,-12474.97431,-12470.85304,-4.12127128,,-0.064394864,2.1,19.4,0,7.6,0,0,0,0,19.2,25.3,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,5,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.781
VAYLUE,7.7083,15.02,8.5232,90,110.83,90,922.307,2.45513279,72,-17159.94399,-17154.76862,-5.17537335,,-0.071880185,2.7,1.7,0,10.4,0,9.2,0,10.6,3.5,22.8,0,0,0,0,6.7,0,23.8,2,0,0,0,0,0,0,0,0,1.7,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.661
VECXIL,7.6005,10.025,10.0395,95.5119,111.1513,108.9276,654.866,1.44264763,56,-6322.366778,-6318.221948,-4.144829571,,-0.074014814,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.25
VIHKAA,16.903,3.7551,20.759,90,109.136,90,1.24E+03,1.58573032,120,-15047.64185,-15037.791,-9.85085788,,-0.082090482,21.8,11.5,2.8,0,0,0,0,0,38.9,0,0,24.1,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.162
VOJBAY,5.6277,8.7859,14.9217,90,90,90,737.795,2.28192016,56,-7987.387964,-7983.170081,-4.217883003,,-0.075319339,0,20.6,3.2,0,0,0,0.5,0,15.7,0,0,19.4,4.5,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,5.3,0,0,0,0,7.4,22.8,3.072
VOLHIP,7.5216,11.4088,14.5136,107.289,91.509,107.194,1.13E+03,2.027264,96,-14342.01865,-14335.14807,-6.87058211,,-0.071568564,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.988
VOQTIF,19.4035,4.433,11.7695,90,90,90,1.01E+03,1.63435834,88,-13230.81552,-13223.94309,-6.87242959,,-0.078095791,5.8,16.7,10.9,0,0,0,6,0,11.7,0,0,33.4,14.2,0,0,0,0,0,0,0.8,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.496
VUCJAG,8.2359,8.5523,9.8068,82.635,75.399,78.539,652.889,1.34456921,72,-7715.194139,-7710.410783,-4.783356143,,-0.066435502,1.1,29.7,0,0,0,0,0,0,57.6,4.2,0,0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.496
VUFHIP,7.5962,8.0111,10.4017,111.3552,93.168,90.2112,588.43,1.28846692,66,-6883.286947,-6879.12331,-4.163636958,,-0.063085408,0.1,16.6,0,0.3,0,0,0,0,55.5,26.9,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.412
VUGVIE,10.056,6.172,12.751,90,99.641,90,780.222,1.41654941,74,-9362.987378,-9357.976124,-5.011254513,,-0.067719656,0,35.1,3.8,1.6,0,0,0.4,0,29.9,4.1,0,8.9,13.4,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.599
VUHQIZ,4.943,5.902,30.706,90,90.88,90,895.698,1.810472,84,-21099.02346,-21093.80187,-5.22158298,,-0.062161702,6.7,8.4,0,5.8,0,0,0,0,12.9,17,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6,0,16.6,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.429
VUJREZ,10.1125,11.2335,15.5723,98.298,100.739,100.003,1.68E+03,1.26545375,156,-16594.31851,-16583.80737,-10.51113661,,-0.067379081,4.2,45.5,0.9,0,0,0,0,0,44.4,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.175
