Entry,Index,NAME,a,b,c,alpha,gamma,beta,r_factor,calculated_density
HOMOLUMOCHON_final|HNIDPA01|1405,1406,HNIDPA01,7.3586,11.6401,18.7345,90.0,90.0,90.0,3.0,1.818
HOMOLUMOCHON_final|HODDIO|1406,1407,HODDIO,13.279,14.481,6.1928,90.0,90.0,103.116,7.21,1.388
HOMOLUMOCHON_final|HODFAI|1407,1408,HODFAI,11.461,6.5062,14.459,90.0,90.0,92.31,5.61,1.315
HOMOLUMOCHON_final|HODXUU|1408,1409,HODXUU,15.344,7.7731,21.693,90.0,90.0,90.0,4.2,1.29
HOMOLUMOCHON_final|HOFDOV|1409,1410,HOFDOV,12.756,6.87,15.74,90.0,90.0,90.0,5.75,1.629
HOMOLUMOCHON_final|HOFJES|1410,1411,HOFJES,24.491,3.753,23.428,90.0,90.0,116.98,5.32,1.434
HOMOLUMOCHON_final|HOGPID|1411,1412,HOGPID,12.177,6.015,14.189,90.0,90.0,105.401,5.46,1.264
HOMOLUMOCHON_final|HOGPOJ|1412,1413,HOGPOJ,6.194,13.1282,13.2931,92.645,99.667,96.22,4.87,1.287
HOMOLUMOCHON_final|HOGPUP|1413,1414,HOGPUP,21.03,5.999,16.255,90.0,90.0,101.174,5.22,1.306
HOMOLUMOCHON_final|HOGQAW|1414,1415,HOGQAW,12.118,19.539,9.5274,90.0,90.0,94.774,5.74,1.251
HOMOLUMOCHON_final|HOHCOX|1415,1416,HOHCOX,7.6196,10.6918,20.2093,90.0,90.0,90.0,3.2,1.414
HOMOLUMOCHON_final|HOHJOE|1416,1417,HOHJOE,8.475,10.486,16.733,90.0,90.0,90.0,2.83,1.257
HOMOLUMOCHON_final|HOHJUK|1417,1418,HOHJUK,33.197,6.312,7.452,90.0,90.0,99.667,6.65,1.292
HOMOLUMOCHON_final|HOHMAT|1418,1419,HOHMAT,9.4086,11.031,18.4029,90.0,90.0,90.0,4.24,1.132
HOMOLUMOCHON_final|HOJVEI|1419,1420,HOJVEI,10.3357,10.4684,10.9313,107.871,91.988,109.627,4.28,1.301
HOMOLUMOCHON_final|HOLBAM01|1420,1421,HOLBAM01,11.423,11.729,9.1969,90.0,90.0,99.887,4.4,1.287
HOMOLUMOCHON_final|HOLJIC|1421,1422,HOLJIC,6.9721,23.7359,8.2274,90.0,90.0,102.351,3.88,1.46
HOMOLUMOCHON_final|HOLVAG01|1422,1423,HOLVAG01,8.9729,10.7008,11.3633,107.432,95.979,108.487,4.47,1.278
HOMOLUMOCHON_final|HOPQUZ|1423,1424,HOPQUZ,13.051,9.533,20.391,90.0,90.0,101.09,6.59,1.157
HOMOLUMOCHON_final|HOTFIG|1424,1425,HOTFIG,9.09,21.056,10.623,90.0,90.0,100.594,3.87,1.357
HOMOLUMOCHON_final|HUDTEG|1425,1426,HUDTEG,10.573,10.67,11.612,90.0,90.0,90.0,3.8,1.391
HOMOLUMOCHON_final|HUDXEK|1426,1427,HUDXEK,4.934,23.639,10.0228,90.0,90.0,91.184,5.5,1.28
HOMOLUMOCHON_final|HUDYEL|1427,1428,HUDYEL,5.5017,33.0204,9.7279,90.0,90.0,91.731,7.64,1.22
HOMOLUMOCHON_final|HUFBAM|1428,1429,HUFBAM,13.988,7.9454,9.5344,90.0,90.0,99.786,3.5,1.261
HOMOLUMOCHON_final|HUFKAV|1429,1430,HUFKAV,5.065,15.0131,24.5813,90.0,90.0,90.0,4.92,1.348
HOMOLUMOCHON_final|HUFWUB|1430,1431,HUFWUB,18.625,6.0893,10.7414,90.0,90.0,104.1,5.42,1.345
HOMOLUMOCHON_final|HUGREH|1431,1432,HUGREH,11.6145,20.8689,7.3728,90.0,90.0,94.533,3.7,1.385
HOMOLUMOCHON_final|HUHJUQ|1432,1433,HUHJUQ,6.999,7.467,20.857,90.0,90.0,94.686,4.06,1.371
HOMOLUMOCHON_final|HUJLII|1433,1434,HUJLII,12.0825,12.0825,17.397,90.0,90.0,90.0,4.84,1.262
HOMOLUMOCHON_final|HUJLOO|1434,1435,HUJLOO,12.0796,12.0796,17.3913,90.0,90.0,90.0,3.16,1.263
HOMOLUMOCHON_final|HUJLUU|1435,1436,HUJLUU,12.3733,12.3733,17.4603,90.0,90.0,90.0,5.05,1.269
HOMOLUMOCHON_final|HUKWOZ|1436,1437,HUKWOZ,10.9059,5.4735,20.3267,90.0,90.0,101.067,2.83,1.326
HOMOLUMOCHON_final|HUSCOO|1437,1438,HUSCOO,5.733,16.843,12.093,90.0,90.0,98.609,6.84,1.29
HOMOLUMOCHON_final|HUSCUU|1438,1439,HUSCUU,13.183,5.843,14.958,90.0,90.0,107.524,7.39,1.301
HOMOLUMOCHON_final|HUVCUX|1439,1440,HUVCUX,6.0,8.163,24.382,90.0,90.0,90.0,6.12,1.364
HOMOLUMOCHON_final|HUVDIM|1440,1441,HUVDIM,14.519,10.675,12.344,90.0,90.0,106.617,4.97,1.248
HOMOLUMOCHON_final|HUVGOV|1441,1442,HUVGOV,7.1728,8.0277,22.638,90.0,90.0,90.0,3.14,1.449
HOMOLUMOCHON_final|HUVVEA|1442,1443,HUVVEA,5.5355,8.2984,31.406,90.0,90.0,90.0,6.12,1.419
HOMOLUMOCHON_final|HUWNAP|1443,1444,HUWNAP,9.4319,9.6945,20.0913,90.0,90.0,90.0,3.94,1.307
HOMOLUMOCHON_final|HUYMUK|1444,1445,HUYMUK,10.588,10.867,10.92,87.032,66.155,77.218,6.04,1.268
HOMOLUMOCHON_final|HUYZUW|1445,1446,HUYZUW,7.148,14.148,13.065,90.0,90.0,95.729,4.77,1.305
HOMOLUMOCHON_final|HUZBAF|1446,1447,HUZBAF,14.02,6.5225,14.153,90.0,90.0,106.704,4.19,1.373
HOMOLUMOCHON_final|IBABIX|1447,1448,IBABIX,9.35,10.249,17.678,90.0,90.0,92.46,2.9,1.316
HOMOLUMOCHON_final|IBABOD|1448,1449,IBABOD,11.261,8.394,17.481,90.0,90.0,100.84,3.5,1.356
HOMOLUMOCHON_final|IBORUN|1449,1450,IBORUN,5.7393,9.5011,21.815,90.0,90.0,97.387,5.87,1.302
HOMOLUMOCHON_final|IBULEX|1450,1451,IBULEX,9.056,10.045,18.605,90.0,90.0,90.0,4.5,1.206
HOMOLUMOCHON_final|ICESIU|1451,1452,ICESIU,17.378,16.917,8.023,90.0,90.0,90.0,4.9,1.297
HOMOLUMOCHON_final|ICOLOC01|1452,1453,ICOLOC01,10.2758,7.1597,16.6143,90.0,90.0,92.775,3.93,1.356
HOMOLUMOCHON_final|ICUZUC|1453,1454,ICUZUC,12.9759,12.2404,15.3058,90.0,90.0,113.038,3.64,1.358
HOMOLUMOCHON_final|IDEBUP|1454,1455,IDEBUP,14.248,7.7909,22.151,90.0,90.0,108.455,3.68,1.243
HOMOLUMOCHON_final|IDUGIY|1455,1456,IDUGIY,11.354,10.562,9.868,90.0,90.0,112.22,4.92,1.36
HOMOLUMOCHON_final|IFIFUY|1456,1457,IFIFUY,9.346,11.413,19.493,90.0,90.0,90.0,4.79,1.231
HOMOLUMOCHON_final|IFIJIR|1457,1458,IFIJIR,10.857,13.362,14.312,90.0,90.0,108.463,4.87,1.142
HOMOLUMOCHON_final|IFIJOX|1458,1459,IFIJOX,10.264,10.5302,11.5807,68.234,61.125,66.301,4.19,1.203
HOMOLUMOCHON_final|IFOBOV|1459,1460,IFOBOV,5.1117,9.8304,34.9917,90.0,90.0,90.0,3.37,1.327
HOMOLUMOCHON_final|IFUNUT|1460,1461,IFUNUT,9.8597,10.3037,11.3515,106.647,92.7863,111.4372,5.42,1.313
HOMOLUMOCHON_final|IFUXOX|1461,1462,IFUXOX,5.9052,10.872,23.126,90.0,90.0,94.432,5.9,1.339
HOMOLUMOCHON_final|IGABUO|1462,1463,IGABUO,12.651,12.272,13.2186,90.0,90.0,108.83,4.13,1.417
HOMOLUMOCHON_final|IGAJUW|1463,1464,IGAJUW,10.9271,19.796,8.7969,90.0,90.0,92.374,3.92,1.277
HOMOLUMOCHON_final|IGUWAJ|1464,1465,IGUWAJ,8.0981,20.822,8.7399,90.0,90.0,114.56,3.55,1.3
HOMOLUMOCHON_final|IHUPIL|1465,1466,IHUPIL,7.6737,9.4134,24.054,90.0,90.0,90.876,5.81,1.401
HOMOLUMOCHON_final|IJEFUY|1466,1467,IJEFUY,6.7749,10.9169,25.265,90.0,90.0,92.817,4.69,1.176
HOMOLUMOCHON_final|IJUMIK|1467,1468,IJUMIK,8.414,6.9722,19.331,90.0,90.0,101.276,3.83,1.477
HOMOLUMOCHON_final|IJUTEN|1468,1469,IJUTEN,10.5331,10.9647,14.5541,90.0,90.0,103.258,2.98,1.463
HOMOLUMOCHON_final|IKADED|1469,1470,IKADED,12.238,9.468,13.81,90.0,90.0,97.769,3.71,1.288
HOMOLUMOCHON_final|IKADIH|1470,1471,IKADIH,11.1764,9.008,15.168,90.0,90.0,98.844,3.45,1.23
HOMOLUMOCHON_final|IKAKOV|1471,1472,IKAKOV,8.0248,12.5674,12.877,90.0,90.0,96.732,3.37,1.552
HOMOLUMOCHON_final|IKAXEY|1472,1473,IKAXEY,19.2761,12.1131,11.7267,90.0,90.0,111.682,4.65,1.322
HOMOLUMOCHON_final|ILUDEY|1473,1474,ILUDEY,9.421,5.663,21.299,90.0,90.0,89.15,3.8,1.405
HOMOLUMOCHON_final|IMONIH|1474,1475,IMONIH,6.282,19.484,10.205,90.0,90.0,90.22,3.11,1.227
HOMOLUMOCHON_final|IMURIR|1475,1476,IMURIR,16.03,8.37,16.75,90.0,90.0,120.0,4.43,1.418
HOMOLUMOCHON_final|INEPEW|1476,1477,INEPEW,6.2061,14.0232,15.8208,90.0,90.0,101.0515,4.74,1.353
HOMOLUMOCHON_final|IPUQAL|1477,1478,IPUQAL,8.308,12.737,19.394,72.437,89.552,77.744,5.37,1.256
HOMOLUMOCHON_final|IQAMIX|1478,1479,IQAMIX,8.1864,12.8679,19.8067,90.0,90.0,90.0,4.47,1.272
HOMOLUMOCHON_final|IQAMOD|1479,1480,IQAMOD,10.219,11.367,17.692,90.0,90.0,90.0,3.34,1.291
HOMOLUMOCHON_final|IQAMUJ|1480,1481,IQAMUJ,7.3555,12.017,12.7765,90.0,90.0,90.0,3.86,1.296
HOMOLUMOCHON_final|IQAROI|1481,1482,IQAROI,8.4862,9.8342,13.1013,77.791,80.138,77.424,4.31,1.245
HOMOLUMOCHON_final|IQEXAE|1482,1483,IQEXAE,6.771,15.261,19.875,90.0,90.0,90.0,5.94,1.279
HOMOLUMOCHON_final|IQILAW|1483,1484,IQILAW,10.9943,7.7488,16.398,90.0,90.0,98.62,4.85,1.271
HOMOLUMOCHON_final|IQUJEK|1484,1485,IQUJEK,6.651,10.588,20.025,90.0,90.0,94.63,3.4,1.344
HOMOLUMOCHON_final|IRABUZ|1485,1486,IRABUZ,10.6357,12.4031,22.803,90.0,90.0,90.0,3.61,1.318
HOMOLUMOCHON_final|IREJIZ|1486,1487,IREJIZ,12.1821,11.2998,13.2478,90.0,90.0,100.513,3.9,1.368
HOMOLUMOCHON_final|IRIHAT|1487,1488,IRIHAT,8.7628,13.0308,16.3139,90.0,90.0,90.0,3.97,1.285
HOMOLUMOCHON_final|IRIVEL|1488,1489,IRIVEL,8.2391,16.767,9.618,90.0,90.0,94.669,5.65,1.286
HOMOLUMOCHON_final|IRUXEZ|1489,1490,IRUXEZ,14.9286,6.8883,16.4514,90.0,90.0,99.053,3.44,1.337
HOMOLUMOCHON_final|ISAXUV01|1490,1491,ISAXUV01,8.0556,15.9201,6.5108,90.0,90.0,90.033,3.35,1.568
HOMOLUMOCHON_final|ISOWET|1491,1492,ISOWET,8.7312,12.84,13.682,91.989,100.753,107.888,4.95,1.347
HOMOLUMOCHON_final|ITINOO|1492,1493,ITINOO,8.5434,8.8245,22.232,79.408,83.638,89.35,6.08,1.516
HOMOLUMOCHON_final|ITUCOQ|1493,1494,ITUCOQ,9.2564,10.2025,13.072,81.894,77.448,74.682,4.63,1.275
HOMOLUMOCHON_final|ITUNAN|1494,1495,ITUNAN,8.2203,11.2516,21.345,90.0,90.0,100.373,3.88,1.339
HOMOLUMOCHON_final|IVAFAN|1495,1496,IVAFAN,12.3469,20.475,8.4258,90.0,90.0,90.67,5.83,1.355
HOMOLUMOCHON_final|IVAFER|1496,1497,IVAFER,11.542,12.157,15.623,90.0,90.0,90.0,5.5,1.317
HOMOLUMOCHON_final|IVEFOF|1497,1498,IVEFOF,13.638,5.5151,16.5592,90.0,90.0,101.15,3.94,1.333
HOMOLUMOCHON_final|IVINOR|1498,1499,IVINOR,6.8788,11.8664,28.2929,90.0,90.0,92.305,6.46,1.363
HOMOLUMOCHON_final|IVINUX|1499,1500,IVINUX,9.2454,9.7345,12.6526,92.626,90.577,90.209,5.82,1.383
HOMOLUMOCHON_final|IWIGAX|1500,1501,IWIGAX,12.297,7.366,15.475,90.0,90.0,104.425,3.58,1.567
HOMOLUMOCHON_final|IWIGIF|1501,1502,IWIGIF,9.3071,10.3322,16.661,90.0,90.0,106.066,3.22,1.442
HOMOLUMOCHON_final|IWIGOL|1502,1503,IWIGOL,9.649,16.839,9.755,90.0,90.0,97.054,5.23,1.471
HOMOLUMOCHON_final|IWIGUR|1503,1504,IWIGUR,8.551,16.257,12.746,90.0,90.0,100.052,4.86,1.441
HOMOLUMOCHON_final|IWONOY|1504,1505,IWONOY,7.23604,12.2095,14.6631,83.555,82.024,83.851,4.48,1.273
HOMOLUMOCHON_final|IWONUE|1505,1506,IWONUE,5.13217,13.1959,15.4257,96.508,100.003,91.9,4.82,1.401
HOMOLUMOCHON_final|IWOPAM|1506,1507,IWOPAM,11.0295,12.7043,14.6477,90.0,90.0,100.558,4.18,1.371
HOMOLUMOCHON_final|IWOPEQ|1507,1508,IWOPEQ,7.36308,12.3256,14.6024,76.465,81.301,80.493,4.31,1.317
HOMOLUMOCHON_final|IWOPIU|1508,1509,IWOPIU,7.5727,12.708,13.4129,116.987,94.495,96.792,8.04,1.307
HOMOLUMOCHON_final|IWOPOA|1509,1510,IWOPOA,8.94369,11.9142,15.6633,107.547,93.412,99.306,5.99,1.292
HOMOLUMOCHON_final|IXAHIY01|1510,1511,IXAHIY01,5.8483,14.582,15.155,90.0,90.0,90.0,4.13,1.25
HOMOLUMOCHON_final|IXOGAD01|1511,1512,IXOGAD01,12.4081,9.2706,9.8031,90.0,90.0,94.614,3.61,1.538
HOMOLUMOCHON_final|IYIYOF|1512,1513,IYIYOF,6.8458,8.1555,27.3235,90.0,90.0,90.0,2.32,1.425
HOMOLUMOCHON_final|IYOMOZ|1513,1514,IYOMOZ,7.03389,8.73956,32.833,90.0,90.0,93.7759,4.1,1.331
HOMOLUMOCHON_final|IYUKIX|1514,1515,IYUKIX,15.2393,15.0144,6.7873,90.0,90.0,90.0,4.98,1.319
HOMOLUMOCHON_final|IYUXIK|1515,1516,IYUXIK,7.0632,13.635,12.1458,90.0,90.0,90.0,2.97,1.239
HOMOLUMOCHON_final|IZAKAV|1516,1517,IZAKAV,23.607,6.7381,12.7583,90.0,90.0,110.215,5.0,1.933
HOMOLUMOCHON_final|IZICAW|1517,1518,IZICAW,7.9092,25.245,9.7786,90.0,90.0,116.117,4.81,1.438
HOMOLUMOCHON_final|JAWTUX|1518,1519,JAWTUX,7.173,10.269,22.512,90.0,90.0,90.57,4.69,1.388
HOMOLUMOCHON_final|JAXJIC|1519,1520,JAXJIC,11.6285,7.5291,16.5896,90.0,90.0,90.837,7.48,1.337
HOMOLUMOCHON_final|JAXJOI|1520,1521,JAXJOI,7.1302,9.2894,22.241,90.0,90.0,90.0,5.62,1.318
HOMOLUMOCHON_final|JEDZEY|1521,1522,JEDZEY,7.2584,11.6886,12.1816,90.0,90.0,90.0,3.43,1.281
HOMOLUMOCHON_final|JEKYAA|1522,1523,JEKYAA,8.7191,12.1799,14.6513,90.0,90.0,98.364,3.61,1.305
HOMOLUMOCHON_final|JEKYOO|1523,1524,JEKYOO,11.0293,20.3109,11.0259,90.0,90.0,114.722,3.62,1.221
HOMOLUMOCHON_final|JEMLOD|1524,1525,JEMLOD,11.7081,11.9876,11.9931,67.339,75.921,76.286,5.93,1.359
HOMOLUMOCHON_final|JEMPOH|1525,1526,JEMPOH,8.5647,9.909,13.164,87.768,88.485,76.06,3.83,1.265
HOMOLUMOCHON_final|JETFOE|1526,1527,JETFOE,7.7832,9.7606,14.83,78.033,85.128,83.752,9.87,1.217
HOMOLUMOCHON_final|JETGEV|1527,1528,JETGEV,9.484,10.296,14.516,83.188,70.007,73.346,4.13,1.246
HOMOLUMOCHON_final|JETLIE|1528,1529,JETLIE,28.2723,4.7091,17.1055,90.0,90.0,125.333,4.27,1.331
HOMOLUMOCHON_final|JEYNAD|1529,1530,JEYNAD,12.9891,7.2161,15.5107,90.0,90.0,90.067,5.94,1.276
HOMOLUMOCHON_final|JIMHIX|1530,1531,JIMHIX,6.247,9.076,29.473,90.0,90.0,90.0,2.39,1.377
HOMOLUMOCHON_final|JIMHOD|1531,1532,JIMHOD,10.005,6.043,23.612,90.0,90.0,92.74,3.95,1.427
HOMOLUMOCHON_final|JIPDOC|1532,1533,JIPDOC,8.399,9.028,13.463,96.815,95.828,106.631,4.8,1.29
HOMOLUMOCHON_final|JIPWEL|1533,1534,JIPWEL,7.3056,9.6015,15.749,90.0,90.0,101.937,4.13,1.249
HOMOLUMOCHON_final|JIRSUZ|1534,1535,JIRSUZ,7.8638,19.4628,11.0823,90.0,90.0,99.963,4.66,1.329
HOMOLUMOCHON_final|JIRTEK|1535,1536,JIRTEK,8.1085,7.5179,24.122,90.0,90.0,90.507,4.63,1.42
HOMOLUMOCHON_final|JITLOO|1536,1537,JITLOO,10.3824,28.278,8.9198,90.0,90.0,91.792,3.01,1.298
HOMOLUMOCHON_final|JODLUK|1537,1538,JODLUK,7.7859,7.8937,16.13,81.979,80.234,77.608,4.6,1.318
HOMOLUMOCHON_final|JOGFAN|1538,1539,JOGFAN,9.3494,9.6354,13.2387,90.0,90.0,90.0,2.6,1.244
HOMOLUMOCHON_final|JOJKEY01|1539,1540,JOJKEY01,8.4292,11.0553,12.7635,90.0,90.0,90.0,2.85,1.364
HOMOLUMOCHON_final|JOKKOK|1540,1541,JOKKOK,13.4223,5.5068,25.622,90.0,90.0,97.655,5.01,1.371
HOMOLUMOCHON_final|JOKLAX|1541,1542,JOKLAX,6.8219,28.678,8.8276,90.0,90.0,97.045,5.66,1.331
HOMOLUMOCHON_final|JOKLOL|1542,1543,JOKLOL,9.847,10.423,11.83,113.04,105.02,103.76,11.82,1.283
HOMOLUMOCHON_final|JOKZOZ|1543,1544,JOKZOZ,8.5078,6.7786,21.908,90.0,90.0,90.0,3.74,1.305
HOMOLUMOCHON_final|KABROW|1544,1545,KABROW,7.11,12.115,19.884,90.0,90.0,90.0,3.34,1.32
HOMOLUMOCHON_final|KACNAF|1545,1546,KACNAF,13.3227,6.0544,15.7423,90.0,90.0,109.997,4.44,1.499
HOMOLUMOCHON_final|KACNIN|1546,1547,KACNIN,12.0422,11.9311,13.377,90.0,90.0,115.765,4.48,1.406
HOMOLUMOCHON_final|KADNEI01|1547,1548,KADNEI01,12.0395,22.298,7.6686,90.0,90.0,90.0,5.18,1.212
HOMOLUMOCHON_final|KAJQAP|1548,1549,KAJQAP,11.6684,7.4095,11.9159,90.0,90.0,94.888,2.44,1.283
HOMOLUMOCHON_final|KALQEU|1549,1550,KALQEU,9.93,7.879,25.78,90.0,90.0,90.0,3.88,1.273
HOMOLUMOCHON_final|KATKAS|1550,1551,KATKAS,7.3546,23.7901,7.4919,90.0,90.0,108.738,4.58,1.409
HOMOLUMOCHON_final|KAXDOD|1551,1552,KAXDOD,11.0283,8.9929,19.1638,90.0,90.0,90.856,3.32,1.372
HOMOLUMOCHON_final|KAYCAP|1552,1553,KAYCAP,8.5041,11.865,11.568,90.0,90.0,103.149,3.86,1.296
HOMOLUMOCHON_final|KECHIK|1553,1554,KECHIK,10.0048,10.3781,14.6612,90.0,90.0,107.051,4.25,1.332
HOMOLUMOCHON_final|KEFLEM01|1554,1555,KEFLEM01,24.3259,5.8058,7.1722,90.0,90.0,90.0,3.88,1.405
HOMOLUMOCHON_final|KEGXUQ|1555,1556,KEGXUQ,10.9426,5.4801,27.9676,90.0,90.0,97.52,4.53,1.316
HOMOLUMOCHON_final|KEHYIG|1556,1557,KEHYIG,5.4044,9.1016,33.7361,90.0,90.0,90.0,3.59,1.226
HOMOLUMOCHON_final|KEPHOD|1557,1558,KEPHOD,7.016,13.241,23.479,90.0,90.0,90.0,3.82,1.426
HOMOLUMOCHON_final|KEPHUJ|1558,1559,KEPHUJ,10.6405,8.0297,13.0611,90.0,90.0,101.891,3.86,1.425
HOMOLUMOCHON_final|KEPJAR|1559,1560,KEPJAR,5.4225,22.751,9.4038,90.0,90.0,103.202,2.78,1.377
HOMOLUMOCHON_final|KEPJEV|1560,1561,KEPJEV,8.862,7.864,18.564,90.0,90.0,102.65,4.3,1.343
HOMOLUMOCHON_final|KEPJOF|1561,1562,KEPJOF,6.9927,13.69,25.476,90.0,90.0,90.0,5.17,1.39
HOMOLUMOCHON_final|KEPLUN|1562,1563,KEPLUN,8.914,12.872,14.088,90.0,90.0,90.0,3.55,1.197
HOMOLUMOCHON_final|KEQPUS|1563,1564,KEQPUS,6.924,13.396,14.63,90.0,90.0,103.03,3.72,1.278
HOMOLUMOCHON_final|KERMIE|1564,1565,KERMIE,5.7583,22.1255,8.1214,90.0,90.0,96.741,3.91,1.314
HOMOLUMOCHON_final|KERPAZ|1565,1566,KERPAZ,16.2809,10.4277,7.5585,90.0,90.0,90.0,3.53,1.384
HOMOLUMOCHON_final|KETJAV|1566,1567,KETJAV,8.6376,10.996,16.882,90.0,90.0,90.0,4.86,1.327
HOMOLUMOCHON_final|KETNAZ|1567,1568,KETNAZ,7.2805,12.9039,13.6564,90.0,90.0,90.0,2.49,1.363
HOMOLUMOCHON_final|KEVPAD|1568,1569,KEVPAD,8.7306,9.1545,12.9362,90.0,90.0,106.91,4.31,1.358
HOMOLUMOCHON_final|KEZKAC|1569,1570,KEZKAC,13.6433,4.9505,16.2899,90.0,90.0,104.246,3.97,1.453
HOMOLUMOCHON_final|KIJDAJ|1570,1571,KIJDAJ,8.5475,9.4444,25.245,90.0,90.0,90.0,5.46,1.214
HOMOLUMOCHON_final|KIKRAY|1571,1572,KIKRAY,6.059,17.956,18.982,90.0,90.0,90.0,4.16,1.513
HOMOLUMOCHON_final|KIRTIP|1572,1573,KIRTIP,5.2366,12.6144,21.364,90.0,90.0,96.086,5.11,1.284
HOMOLUMOCHON_final|KIRXUF|1573,1574,KIRXUF,15.185,4.3143,21.398,90.0,90.0,103.703,2.93,1.372
HOMOLUMOCHON_final|KITNOR|1574,1575,KITNOR,7.97,21.427,10.78,90.0,90.0,108.78,4.25,1.267
HOMOLUMOCHON_final|KITXIV|1575,1576,KITXIV,8.7334,17.2868,14.4271,90.0,90.0,90.272,5.83,1.289
HOMOLUMOCHON_final|KIWXOE|1576,1577,KIWXOE,7.2486,8.3234,17.731,103.419,97.017,94.044,5.1,1.308
HOMOLUMOCHON_final|KIZHEH|1577,1578,KIZHEH,13.2687,5.3827,31.512,90.0,90.0,99.945,15.2,1.347
HOMOLUMOCHON_final|KOFHET|1578,1579,KOFHET,13.0575,7.7456,12.4931,90.0,90.0,111.717,4.67,1.275
HOMOLUMOCHON_final|KOLBOD|1579,1580,KOLBOD,10.0439,16.4876,10.983,90.0,90.0,116.068,3.31,1.384
HOMOLUMOCHON_final|KOMMIJ|1580,1581,KOMMIJ,8.0495,12.1079,14.6562,90.0,90.0,90.0,3.88,1.262
HOMOLUMOCHON_final|KOMSEL|1581,1582,KOMSEL,7.0839,12.176,14.184,90.581,99.251,95.925,3.5,1.476
HOMOLUMOCHON_final|KUFNUU|1582,1583,KUFNUU,9.186,13.233,9.803,90.0,90.0,96.28,4.4,1.443
HOMOLUMOCHON_final|KUKFIG|1583,1584,KUKFIG,8.551,10.7255,10.3379,90.0,90.0,96.33,5.69,1.292
HOMOLUMOCHON_final|KUPHIM01|1584,1585,KUPHIM01,9.2013,12.1591,12.6146,90.0,90.0,106.344,3.9,1.326
HOMOLUMOCHON_final|KUSTIC|1585,1586,KUSTIC,14.3963,8.6206,15.1609,90.0,90.0,90.0,3.71,1.244
HOMOLUMOCHON_final|KUSXOM|1586,1587,KUSXOM,13.3142,8.0366,19.1913,90.0,90.0,109.882,4.7,1.412
HOMOLUMOCHON_final|KUTGAI|1587,1588,KUTGAI,10.6422,14.9954,7.1975,90.0,90.0,99.607,5.11,1.491
HOMOLUMOCHON_final|KUZCIS|1588,1589,KUZCIS,5.3937,20.237,18.163,90.0,90.0,95.144,4.12,1.226
HOMOLUMOCHON_final|KUZJEV|1589,1590,KUZJEV,9.2746,10.6337,14.4279,92.369,115.341,98.557,5.56,1.359
HOMOLUMOCHON_final|KUZMOI|1590,1591,KUZMOI,10.038,7.0713,13.9586,90.0,90.0,102.8,4.77,1.335
HOMOLUMOCHON_final|LACTOZ|1591,1592,LACTOZ,8.414,13.76,19.299,90.0,90.0,90.0,2.44,1.265
HOMOLUMOCHON_final|LAJKOX|1592,1593,LAJKOX,16.517,6.0509,9.311,90.0,90.0,94.738,4.25,1.241
HOMOLUMOCHON_final|LAKTUO|1593,1594,LAKTUO,9.675,20.4801,11.5788,90.0,90.0,100.55,5.4,1.23
HOMOLUMOCHON_final|LAKVIE|1594,1595,LAKVIE,15.511,10.4033,16.1882,90.0,90.0,115.612,4.84,1.248
HOMOLUMOCHON_final|LAKVOK|1595,1596,LAKVOK,12.8819,13.6556,14.1026,90.0,90.0,102.184,4.72,1.294
HOMOLUMOCHON_final|LAKVUQ|1596,1597,LAKVUQ,10.3512,10.7981,15.9585,90.0,90.0,108.519,4.13,1.266
HOMOLUMOCHON_final|LALBAD|1597,1598,LALBAD,9.2166,10.3743,10.551,90.0,90.0,108.906,3.8,1.428
HOMOLUMOCHON_final|LAVTOS|1598,1599,LAVTOS,5.8095,24.292,8.5473,90.0,90.0,99.2211,3.73,1.441
HOMOLUMOCHON_final|LAWZAL|1599,1600,LAWZAL,9.579,5.8454,17.241,90.0,90.0,93.52,5.05,1.277
HOMOLUMOCHON_final|LAXWAJ|1600,1601,LAXWAJ,5.254,14.407,16.82,112.813,99.08,90.92,6.58,1.204
HOMOLUMOCHON_final|LAYDAR|1601,1602,LAYDAR,8.6015,19.6864,10.4409,90.0,90.0,98.94,5.56,1.268
HOMOLUMOCHON_final|LAYDEV|1602,1603,LAYDEV,6.0884,10.5868,26.996,90.0,90.0,90.0,5.6,1.273
HOMOLUMOCHON_final|LEBFII|1603,1604,LEBFII,8.4,10.766,17.539,90.0,90.0,90.0,7.33,1.233
HOMOLUMOCHON_final|LEBWIZ|1604,1605,LEBWIZ,8.0148,22.9874,8.1543,90.0,90.0,118.37,4.02,1.383
HOMOLUMOCHON_final|LEMGAM|1605,1606,LEMGAM,9.76,5.6869,20.27,90.0,90.0,100.459,4.39,1.289
HOMOLUMOCHON_final|LEMKAQ|1606,1607,LEMKAQ,7.8774,7.9162,26.8722,90.0,90.0,90.0,4.21,1.321
HOMOLUMOCHON_final|LENCIR|1607,1608,LENCIR,9.9053,13.1534,17.1989,90.0,90.0,90.0,2.8,1.187
HOMOLUMOCHON_final|LENTEE|1608,1609,LENTEE,5.4763,8.3827,23.943,90.0,90.0,90.0,4.0,1.361
HOMOLUMOCHON_final|LEPDUG|1609,1610,LEPDUG,9.881,8.283,20.714,90.0,90.0,97.71,4.41,1.247
HOMOLUMOCHON_final|LETPIK|1610,1611,LETPIK,6.63,10.067,21.631,90.0,90.0,90.0,6.27,1.368
